PLANNING AREA,SUBZONE,Age,Sex,Population
SENGKANG,COMPASSVALE,25,Total,150
SENGKANG,COMPASSVALE,25,Males,60
SENGKANG,COMPASSVALE,25,Females,90
SENGKANG,COMPASSVALE,26,Total,160
SENGKANG,COMPASSVALE,26,Males,70
SENGKANG,COMPASSVALE,26,Females,90
SENGKANG,COMPASSVALE,27,Total,180
SENGKANG,COMPASSVALE,27,Males,90
SENGKANG,COMPASSVALE,27,Females,100
SENGKANG,COMPASSVALE,28,Total,220
SENGKANG,COMPASSVALE,28,Males,110
SENGKANG,COMPASSVALE,28,Females,120
SENGKANG,COMPASSVALE,29,Total,260
SENGKANG,COMPASSVALE,29,Males,130
SENGKANG,COMPASSVALE,29,Females,130
SENGKANG,COMPASSVALE,30,Total,300
SENGKANG,COMPASSVALE,30,Males,130
SENGKANG,COMPASSVALE,30,Females,170
SENGKANG,COMPASSVALE,31,Total,310
SENGKANG,COMPASSVALE,31,Males,120
SENGKANG,COMPASSVALE,31,Females,180
SENGKANG,COMPASSVALE,32,Total,320
SENGKANG,COMPASSVALE,32,Males,140
SENGKANG,COMPASSVALE,32,Females,180
SENGKANG,COMPASSVALE,33,Total,370
SENGKANG,COMPASSVALE,33,Males,170
SENGKANG,COMPASSVALE,33,Females,200
SENGKANG,COMPASSVALE,34,Total,380
SENGKANG,COMPASSVALE,34,Males,170
SENGKANG,COMPASSVALE,34,Females,210
SENGKANG,COMPASSVALE,35,Total,460
SENGKANG,COMPASSVALE,35,Males,210
SENGKANG,COMPASSVALE,35,Females,250
SENGKANG,COMPASSVALE,36,Total,400
SENGKANG,COMPASSVALE,36,Males,180
SENGKANG,COMPASSVALE,36,Females,220
SENGKANG,COMPASSVALE,37,Total,390
SENGKANG,COMPASSVALE,37,Males,180
SENGKANG,COMPASSVALE,37,Females,220
SENGKANG,COMPASSVALE,38,Total,490
SENGKANG,COMPASSVALE,38,Males,220
SENGKANG,COMPASSVALE,38,Females,260
SENGKANG,COMPASSVALE,39,Total,500
SENGKANG,COMPASSVALE,39,Males,240
SENGKANG,COMPASSVALE,39,Females,260
SENGKANG,COMPASSVALE,40,Total,480
SENGKANG,COMPASSVALE,40,Males,220
SENGKANG,COMPASSVALE,40,Females,260
SENGKANG,COMPASSVALE,41,Total,500
SENGKANG,COMPASSVALE,41,Males,230
SENGKANG,COMPASSVALE,41,Females,270
SENGKANG,COMPASSVALE,42,Total,500
SENGKANG,COMPASSVALE,42,Males,250
SENGKANG,COMPASSVALE,42,Females,250
SENGKANG,COMPASSVALE,43,Total,520
SENGKANG,COMPASSVALE,43,Males,230
SENGKANG,COMPASSVALE,43,Females,290
SENGKANG,COMPASSVALE,44,Total,480
SENGKANG,COMPASSVALE,44,Males,200
SENGKANG,COMPASSVALE,44,Females,280
SENGKANG,COMPASSVALE,45,Total,560
SENGKANG,COMPASSVALE,45,Males,250
SENGKANG,COMPASSVALE,45,Females,320
SENGKANG,COMPASSVALE,46,Total,450
SENGKANG,COMPASSVALE,46,Males,220
SENGKANG,COMPASSVALE,46,Females,230
SENGKANG,COMPASSVALE,47,Total,520
SENGKANG,COMPASSVALE,47,Males,260
SENGKANG,COMPASSVALE,47,Females,270
SENGKANG,COMPASSVALE,48,Total,400
SENGKANG,COMPASSVALE,48,Males,200
SENGKANG,COMPASSVALE,48,Females,200
SENGKANG,COMPASSVALE,49,Total,420
SENGKANG,COMPASSVALE,49,Males,210
SENGKANG,COMPASSVALE,49,Females,210
SENGKANG,COMPASSVALE,50,Total,370
SENGKANG,COMPASSVALE,50,Males,200
SENGKANG,COMPASSVALE,50,Females,170
SENGKANG,COMPASSVALE,51,Total,330
SENGKANG,COMPASSVALE,51,Males,180
SENGKANG,COMPASSVALE,51,Females,150
SENGKANG,COMPASSVALE,52,Total,260
SENGKANG,COMPASSVALE,52,Males,140
SENGKANG,COMPASSVALE,52,Females,120
SENGKANG,COMPASSVALE,53,Total,280
SENGKANG,COMPASSVALE,53,Males,140
SENGKANG,COMPASSVALE,53,Females,130
SENGKANG,COMPASSVALE,54,Total,220
SENGKANG,COMPASSVALE,54,Males,110
SENGKANG,COMPASSVALE,54,Females,110
SENGKANG,COMPASSVALE,55,Total,200
SENGKANG,COMPASSVALE,55,Males,100
SENGKANG,COMPASSVALE,55,Females,100
SENGKANG,COMPASSVALE,56,Total,180
SENGKANG,COMPASSVALE,56,Males,90
SENGKANG,COMPASSVALE,56,Females,90
SENGKANG,COMPASSVALE,57,Total,190
SENGKANG,COMPASSVALE,57,Males,100
SENGKANG,COMPASSVALE,57,Females,100
SENGKANG,COMPASSVALE,58,Total,180
SENGKANG,COMPASSVALE,58,Males,80
SENGKANG,COMPASSVALE,58,Females,100
SENGKANG,COMPASSVALE,59,Total,220
SENGKANG,COMPASSVALE,59,Males,110
SENGKANG,COMPASSVALE,59,Females,110
SENGKANG,COMPASSVALE,60,Total,210
SENGKANG,COMPASSVALE,60,Males,110
SENGKANG,COMPASSVALE,60,Females,100
SENGKANG,COMPASSVALE,61,Total,170
SENGKANG,COMPASSVALE,61,Males,80
SENGKANG,COMPASSVALE,61,Females,90
SENGKANG,COMPASSVALE,62,Total,180
SENGKANG,COMPASSVALE,62,Males,90
SENGKANG,COMPASSVALE,62,Females,90
SENGKANG,COMPASSVALE,63,Total,150
SENGKANG,COMPASSVALE,63,Males,90
SENGKANG,COMPASSVALE,63,Females,70
SENGKANG,COMPASSVALE,64,Total,140
SENGKANG,COMPASSVALE,64,Males,70
SENGKANG,COMPASSVALE,64,Females,70
SENGKANG,COMPASSVALE,65,Total,170
SENGKANG,COMPASSVALE,65,Males,70
SENGKANG,COMPASSVALE,65,Females,100
SENGKANG,COMPASSVALE,66,Total,160
SENGKANG,COMPASSVALE,66,Males,70
SENGKANG,COMPASSVALE,66,Females,90
SENGKANG,COMPASSVALE,67,Total,200
SENGKANG,COMPASSVALE,67,Males,100
SENGKANG,COMPASSVALE,67,Females,100
SENGKANG,COMPASSVALE,68,Total,150
SENGKANG,COMPASSVALE,68,Males,60
SENGKANG,COMPASSVALE,68,Females,90
SENGKANG,COMPASSVALE,69,Total,160
SENGKANG,COMPASSVALE,69,Males,70
SENGKANG,COMPASSVALE,69,Females,90
SENGKANG,COMPASSVALE,70,Total,150
SENGKANG,COMPASSVALE,70,Males,80
SENGKANG,COMPASSVALE,70,Females,70
SENGKANG,COMPASSVALE,71,Total,120
SENGKANG,COMPASSVALE,71,Males,50
SENGKANG,COMPASSVALE,71,Females,60
SENGKANG,COMPASSVALE,72,Total,140
SENGKANG,COMPASSVALE,72,Males,60
SENGKANG,COMPASSVALE,72,Females,80
SENGKANG,COMPASSVALE,73,Total,110
SENGKANG,COMPASSVALE,73,Males,50
SENGKANG,COMPASSVALE,73,Females,70
SENGKANG,COMPASSVALE,74,Total,110
SENGKANG,COMPASSVALE,74,Males,50
SENGKANG,COMPASSVALE,74,Females,60
SENGKANG,COMPASSVALE,75,Total,130
SENGKANG,COMPASSVALE,75,Males,60
SENGKANG,COMPASSVALE,75,Females,70
SENGKANG,COMPASSVALE,76,Total,110
SENGKANG,COMPASSVALE,76,Males,40
SENGKANG,COMPASSVALE,76,Females,70
SENGKANG,COMPASSVALE,77,Total,100
SENGKANG,COMPASSVALE,77,Males,40
SENGKANG,COMPASSVALE,77,Females,60
SENGKANG,COMPASSVALE,78,Total,60
SENGKANG,COMPASSVALE,78,Males,30
SENGKANG,COMPASSVALE,78,Females,30
SENGKANG,COMPASSVALE,79,Total,50
SENGKANG,COMPASSVALE,79,Males,30
SENGKANG,COMPASSVALE,79,Females,20
SENGKANG,COMPASSVALE,80,Total,50
SENGKANG,COMPASSVALE,80,Males,20
SENGKANG,COMPASSVALE,80,Females,30
SENGKANG,COMPASSVALE,81,Total,50
SENGKANG,COMPASSVALE,81,Males,30
SENGKANG,COMPASSVALE,81,Females,30
SENGKANG,COMPASSVALE,82,Total,40
SENGKANG,COMPASSVALE,82,Males,20
SENGKANG,COMPASSVALE,82,Females,20
SENGKANG,COMPASSVALE,83,Total,40
SENGKANG,COMPASSVALE,83,Males,20
SENGKANG,COMPASSVALE,83,Females,30
SENGKANG,COMPASSVALE,84,Total,40
SENGKANG,COMPASSVALE,84,Males,10
SENGKANG,COMPASSVALE,84,Females,30
SENGKANG,COMPASSVALE,85,Total,30
SENGKANG,COMPASSVALE,85,Males,10
SENGKANG,COMPASSVALE,85,Females,20
SENGKANG,COMPASSVALE,86,Total,30
SENGKANG,COMPASSVALE,86,Males,10
SENGKANG,COMPASSVALE,86,Females,20
SENGKANG,COMPASSVALE,87,Total,20
SENGKANG,COMPASSVALE,87,Males,10
SENGKANG,COMPASSVALE,87,Females,10
SENGKANG,COMPASSVALE,88,Total,20
SENGKANG,COMPASSVALE,88,Males,-
SENGKANG,COMPASSVALE,88,Females,10
SENGKANG,COMPASSVALE,89,Total,10
SENGKANG,COMPASSVALE,89,Males,-
SENGKANG,COMPASSVALE,89,Females,10
SENGKANG,COMPASSVALE,90 & Over,Total,40
SENGKANG,COMPASSVALE,90 & Over,Males,10
SENGKANG,COMPASSVALE,90 & Over,Females,30
SENGKANG,FERNVALE,Total,Total,"69,010"
SENGKANG,FERNVALE,Total,Males,"33,650"
SENGKANG,FERNVALE,Total,Females,"35,360"
SENGKANG,FERNVALE,0,Total,720
SENGKANG,FERNVALE,0,Males,340
SENGKANG,FERNVALE,0,Females,380
SENGKANG,FERNVALE,1,Total,760
SENGKANG,FERNVALE,1,Males,400
SENGKANG,FERNVALE,1,Females,360
SENGKANG,FERNVALE,2,Total,870
SENGKANG,FERNVALE,2,Males,440
SENGKANG,FERNVALE,2,Females,430
SENGKANG,FERNVALE,3,Total,860
SENGKANG,FERNVALE,3,Males,430
SENGKANG,FERNVALE,3,Females,440
SENGKANG,FERNVALE,4,Total,870
SENGKANG,FERNVALE,4,Males,450
SENGKANG,FERNVALE,4,Females,420
SENGKANG,FERNVALE,5,Total,920
SENGKANG,FERNVALE,5,Males,470
SENGKANG,FERNVALE,5,Females,450
SENGKANG,FERNVALE,6,Total,940
SENGKANG,FERNVALE,6,Males,510
SENGKANG,FERNVALE,6,Females,430
SENGKANG,FERNVALE,7,Total,960
SENGKANG,FERNVALE,7,Males,480
SENGKANG,FERNVALE,7,Females,480
SENGKANG,FERNVALE,8,Total,"1,020"
SENGKANG,FERNVALE,8,Males,540
SENGKANG,FERNVALE,8,Females,480
SENGKANG,FERNVALE,9,Total,"1,090"
SENGKANG,FERNVALE,9,Males,570
SENGKANG,FERNVALE,9,Females,530
SENGKANG,FERNVALE,10,Total,"1,010"
SENGKANG,FERNVALE,10,Males,500
SENGKANG,FERNVALE,10,Females,520
SENGKANG,FERNVALE,11,Total,"1,030"
SENGKANG,FERNVALE,11,Males,550
SENGKANG,FERNVALE,11,Females,480
SENGKANG,FERNVALE,12,Total,920
SENGKANG,FERNVALE,12,Males,440
SENGKANG,FERNVALE,12,Females,480
SENGKANG,FERNVALE,13,Total,910
SENGKANG,FERNVALE,13,Males,500
SENGKANG,FERNVALE,13,Females,420
SENGKANG,FERNVALE,14,Total,910
SENGKANG,FERNVALE,14,Males,460
SENGKANG,FERNVALE,14,Females,460
SENGKANG,FERNVALE,15,Total,850
SENGKANG,FERNVALE,15,Males,420
SENGKANG,FERNVALE,15,Females,430
SENGKANG,FERNVALE,16,Total,800
SENGKANG,FERNVALE,16,Males,420
SENGKANG,FERNVALE,16,Females,370
SENGKANG,FERNVALE,17,Total,760
SENGKANG,FERNVALE,17,Males,390
SENGKANG,FERNVALE,17,Females,370
SENGKANG,FERNVALE,18,Total,750
SENGKANG,FERNVALE,18,Males,360
SENGKANG,FERNVALE,18,Females,400
SENGKANG,FERNVALE,19,Total,660
SENGKANG,FERNVALE,19,Males,350
SENGKANG,FERNVALE,19,Females,310
SENGKANG,FERNVALE,20,Total,610
SENGKANG,FERNVALE,20,Males,320
SENGKANG,FERNVALE,20,Females,290
SENGKANG,FERNVALE,21,Total,590
SENGKANG,FERNVALE,21,Males,300
SENGKANG,FERNVALE,21,Females,290
SENGKANG,FERNVALE,22,Total,590
SENGKANG,FERNVALE,22,Males,290
SENGKANG,FERNVALE,22,Females,310
SENGKANG,FERNVALE,23,Total,600
SENGKANG,FERNVALE,23,Males,300
SENGKANG,FERNVALE,23,Females,300
SENGKANG,FERNVALE,24,Total,620
SENGKANG,FERNVALE,24,Males,300
SENGKANG,FERNVALE,24,Females,320
SENGKANG,FERNVALE,25,Total,600
SENGKANG,FERNVALE,25,Males,290
SENGKANG,FERNVALE,25,Females,310
SENGKANG,FERNVALE,26,Total,580
SENGKANG,FERNVALE,26,Males,290
SENGKANG,FERNVALE,26,Females,290
SENGKANG,FERNVALE,27,Total,670
SENGKANG,FERNVALE,27,Males,310
SENGKANG,FERNVALE,27,Females,360
SENGKANG,FERNVALE,28,Total,740
SENGKANG,FERNVALE,28,Males,350
SENGKANG,FERNVALE,28,Females,390
SENGKANG,FERNVALE,29,Total,840
SENGKANG,FERNVALE,29,Males,370
SENGKANG,FERNVALE,29,Females,470
SENGKANG,FERNVALE,30,Total,990
SENGKANG,FERNVALE,30,Males,450
SENGKANG,FERNVALE,30,Females,540
SENGKANG,FERNVALE,31,Total,"1,090"
SENGKANG,FERNVALE,31,Males,480
SENGKANG,FERNVALE,31,Females,620
SENGKANG,FERNVALE,32,Total,"1,120"
SENGKANG,FERNVALE,32,Males,530
SENGKANG,FERNVALE,32,Females,590
SENGKANG,FERNVALE,33,Total,"1,170"
SENGKANG,FERNVALE,33,Males,560
SENGKANG,FERNVALE,33,Females,610
SENGKANG,FERNVALE,34,Total,"1,250"
SENGKANG,FERNVALE,34,Males,560
SENGKANG,FERNVALE,34,Females,690
SENGKANG,FERNVALE,35,Total,"1,340"
SENGKANG,FERNVALE,35,Males,630
SENGKANG,FERNVALE,35,Females,720
SENGKANG,FERNVALE,36,Total,"1,280"
SENGKANG,FERNVALE,36,Males,600
SENGKANG,FERNVALE,36,Females,670
SENGKANG,FERNVALE,37,Total,"1,200"
SENGKANG,FERNVALE,37,Males,530
SENGKANG,FERNVALE,37,Females,670
SENGKANG,FERNVALE,38,Total,"1,380"
SENGKANG,FERNVALE,38,Males,610
SENGKANG,FERNVALE,38,Females,770
SENGKANG,FERNVALE,39,Total,"1,400"
SENGKANG,FERNVALE,39,Males,640
SENGKANG,FERNVALE,39,Females,770
SENGKANG,FERNVALE,40,Total,"1,430"
SENGKANG,FERNVALE,40,Males,660
SENGKANG,FERNVALE,40,Females,770
SENGKANG,FERNVALE,41,Total,"1,570"
SENGKANG,FERNVALE,41,Males,750
SENGKANG,FERNVALE,41,Females,830
SENGKANG,FERNVALE,42,Total,"1,550"
SENGKANG,FERNVALE,42,Males,730
SENGKANG,FERNVALE,42,Females,820
SENGKANG,FERNVALE,43,Total,"1,540"
SENGKANG,FERNVALE,43,Males,740
SENGKANG,FERNVALE,43,Females,810
SENGKANG,FERNVALE,44,Total,"1,460"
SENGKANG,FERNVALE,44,Males,720
SENGKANG,FERNVALE,44,Females,740
SENGKANG,FERNVALE,45,Total,"1,370"
SENGKANG,FERNVALE,45,Males,650
SENGKANG,FERNVALE,45,Females,720
SENGKANG,FERNVALE,46,Total,"1,240"
SENGKANG,FERNVALE,46,Males,610
SENGKANG,FERNVALE,46,Females,630
SENGKANG,FERNVALE,47,Total,"1,240"
SENGKANG,FERNVALE,47,Males,610
SENGKANG,FERNVALE,47,Females,630
SENGKANG,FERNVALE,48,Total,"1,180"
SENGKANG,FERNVALE,48,Males,580
SENGKANG,FERNVALE,48,Females,610
SENGKANG,FERNVALE,49,Total,"1,090"
SENGKANG,FERNVALE,49,Males,570
SENGKANG,FERNVALE,49,Females,520
SENGKANG,FERNVALE,50,Total,"1,090"
SENGKANG,FERNVALE,50,Males,580
SENGKANG,FERNVALE,50,Females,510
SENGKANG,FERNVALE,51,Total,"1,000"
SENGKANG,FERNVALE,51,Males,520
SENGKANG,FERNVALE,51,Females,490
SENGKANG,FERNVALE,52,Total,920
SENGKANG,FERNVALE,52,Males,460
SENGKANG,FERNVALE,52,Females,460
SENGKANG,FERNVALE,53,Total,920
SENGKANG,FERNVALE,53,Males,480
SENGKANG,FERNVALE,53,Females,440
SENGKANG,FERNVALE,54,Total,760
SENGKANG,FERNVALE,54,Males,390
SENGKANG,FERNVALE,54,Females,370
SENGKANG,FERNVALE,55,Total,760
SENGKANG,FERNVALE,55,Males,390
SENGKANG,FERNVALE,55,Females,370
SENGKANG,FERNVALE,56,Total,820
SENGKANG,FERNVALE,56,Males,440
SENGKANG,FERNVALE,56,Females,380
SENGKANG,FERNVALE,57,Total,700
SENGKANG,FERNVALE,57,Males,360
SENGKANG,FERNVALE,57,Females,340
SENGKANG,FERNVALE,58,Total,710
SENGKANG,FERNVALE,58,Males,410
SENGKANG,FERNVALE,58,Females,310
SENGKANG,FERNVALE,59,Total,680
SENGKANG,FERNVALE,59,Males,360
SENGKANG,FERNVALE,59,Females,320
SENGKANG,FERNVALE,60,Total,670
SENGKANG,FERNVALE,60,Males,340
SENGKANG,FERNVALE,60,Females,330
SENGKANG,FERNVALE,61,Total,690
SENGKANG,FERNVALE,61,Males,360
SENGKANG,FERNVALE,61,Females,330
SENGKANG,FERNVALE,62,Total,610
SENGKANG,FERNVALE,62,Males,300
SENGKANG,FERNVALE,62,Females,310
SENGKANG,FERNVALE,63,Total,590
SENGKANG,FERNVALE,63,Males,280
SENGKANG,FERNVALE,63,Females,320
SENGKANG,FERNVALE,64,Total,590
SENGKANG,FERNVALE,64,Males,290
SENGKANG,FERNVALE,64,Females,300
SENGKANG,FERNVALE,65,Total,580
SENGKANG,FERNVALE,65,Males,270
SENGKANG,FERNVALE,65,Females,310
SENGKANG,FERNVALE,66,Total,580
SENGKANG,FERNVALE,66,Males,260
SENGKANG,FERNVALE,66,Females,320
SENGKANG,FERNVALE,67,Total,580
SENGKANG,FERNVALE,67,Males,280
SENGKANG,FERNVALE,67,Females,300
SENGKANG,FERNVALE,68,Total,520
SENGKANG,FERNVALE,68,Males,270
SENGKANG,FERNVALE,68,Females,250
SENGKANG,FERNVALE,69,Total,490
SENGKANG,FERNVALE,69,Males,220
SENGKANG,FERNVALE,69,Females,270
SENGKANG,FERNVALE,70,Total,520
SENGKANG,FERNVALE,70,Males,240
SENGKANG,FERNVALE,70,Females,280
SENGKANG,FERNVALE,71,Total,450
SENGKANG,FERNVALE,71,Males,200
SENGKANG,FERNVALE,71,Females,250
SENGKANG,FERNVALE,72,Total,410
SENGKANG,FERNVALE,72,Males,180
SENGKANG,FERNVALE,72,Females,230
SENGKANG,FERNVALE,73,Total,410
SENGKANG,FERNVALE,73,Males,200
SENGKANG,FERNVALE,73,Females,210
SENGKANG,FERNVALE,74,Total,400
SENGKANG,FERNVALE,74,Males,170
SENGKANG,FERNVALE,74,Females,220
SENGKANG,FERNVALE,75,Total,330
SENGKANG,FERNVALE,75,Males,160
SENGKANG,FERNVALE,75,Females,170
SENGKANG,FERNVALE,76,Total,320
SENGKANG,FERNVALE,76,Males,150
SENGKANG,FERNVALE,76,Females,170
SENGKANG,FERNVALE,77,Total,300
SENGKANG,FERNVALE,77,Males,130
SENGKANG,FERNVALE,77,Females,170
SENGKANG,FERNVALE,78,Total,230
SENGKANG,FERNVALE,78,Males,100
SENGKANG,FERNVALE,78,Females,130
SENGKANG,FERNVALE,79,Total,160
SENGKANG,FERNVALE,79,Males,70
SENGKANG,FERNVALE,79,Females,90
SENGKANG,FERNVALE,80,Total,180
SENGKANG,FERNVALE,80,Males,80
SENGKANG,FERNVALE,80,Females,100
SENGKANG,FERNVALE,81,Total,140
SENGKANG,FERNVALE,81,Males,60
SENGKANG,FERNVALE,81,Females,80
SENGKANG,FERNVALE,82,Total,130
SENGKANG,FERNVALE,82,Males,40
SENGKANG,FERNVALE,82,Females,80
SENGKANG,FERNVALE,83,Total,150
SENGKANG,FERNVALE,83,Males,70
SENGKANG,FERNVALE,83,Females,80
SENGKANG,FERNVALE,84,Total,130
SENGKANG,FERNVALE,84,Males,60
SENGKANG,FERNVALE,84,Females,70
SENGKANG,FERNVALE,85,Total,120
SENGKANG,FERNVALE,85,Males,50
SENGKANG,FERNVALE,85,Females,70
SENGKANG,FERNVALE,86,Total,70
SENGKANG,FERNVALE,86,Males,30
SENGKANG,FERNVALE,86,Females,40
SENGKANG,FERNVALE,87,Total,60
SENGKANG,FERNVALE,87,Males,30
SENGKANG,FERNVALE,87,Females,30
SENGKANG,FERNVALE,88,Total,60
SENGKANG,FERNVALE,88,Males,30
SENGKANG,FERNVALE,88,Females,40
SENGKANG,FERNVALE,89,Total,60
SENGKANG,FERNVALE,89,Males,20
SENGKANG,FERNVALE,89,Females,40
SENGKANG,FERNVALE,90 & Over,Total,200
SENGKANG,FERNVALE,90 & Over,Males,50
SENGKANG,FERNVALE,90 & Over,Females,150
SENGKANG,LORONG HALUS NORTH,Total,Total,-
SENGKANG,LORONG HALUS NORTH,Total,Males,-
SENGKANG,LORONG HALUS NORTH,Total,Females,-
SENGKANG,LORONG HALUS NORTH,0,Total,-
SENGKANG,LORONG HALUS NORTH,0,Males,-
SENGKANG,LORONG HALUS NORTH,0,Females,-
SENGKANG,LORONG HALUS NORTH,1,Total,-
SENGKANG,LORONG HALUS NORTH,1,Males,-
SENGKANG,LORONG HALUS NORTH,1,Females,-
SENGKANG,LORONG HALUS NORTH,2,Total,-
SENGKANG,LORONG HALUS NORTH,2,Males,-
SENGKANG,LORONG HALUS NORTH,2,Females,-
SENGKANG,LORONG HALUS NORTH,3,Total,-
SENGKANG,LORONG HALUS NORTH,3,Males,-
SENGKANG,LORONG HALUS NORTH,3,Females,-
SENGKANG,LORONG HALUS NORTH,4,Total,-
SENGKANG,LORONG HALUS NORTH,4,Males,-
SENGKANG,LORONG HALUS NORTH,4,Females,-
SENGKANG,LORONG HALUS NORTH,5,Total,-
SENGKANG,LORONG HALUS NORTH,5,Males,-
SENGKANG,LORONG HALUS NORTH,5,Females,-
SENGKANG,LORONG HALUS NORTH,6,Total,-
SENGKANG,LORONG HALUS NORTH,6,Males,-
SENGKANG,LORONG HALUS NORTH,6,Females,-
SENGKANG,LORONG HALUS NORTH,7,Total,-
SENGKANG,LORONG HALUS NORTH,7,Males,-
SENGKANG,LORONG HALUS NORTH,7,Females,-
SENGKANG,LORONG HALUS NORTH,8,Total,-
SENGKANG,LORONG HALUS NORTH,8,Males,-
SENGKANG,LORONG HALUS NORTH,8,Females,-
SENGKANG,LORONG HALUS NORTH,9,Total,-
SENGKANG,LORONG HALUS NORTH,9,Males,-
SENGKANG,LORONG HALUS NORTH,9,Females,-
SENGKANG,LORONG HALUS NORTH,10,Total,-
SENGKANG,LORONG HALUS NORTH,10,Males,-
SENGKANG,LORONG HALUS NORTH,10,Females,-
SENGKANG,LORONG HALUS NORTH,11,Total,-
SENGKANG,LORONG HALUS NORTH,11,Males,-
SENGKANG,LORONG HALUS NORTH,11,Females,-
SENGKANG,LORONG HALUS NORTH,12,Total,-
SENGKANG,LORONG HALUS NORTH,12,Males,-
SENGKANG,LORONG HALUS NORTH,12,Females,-
SENGKANG,LORONG HALUS NORTH,13,Total,-
SENGKANG,LORONG HALUS NORTH,13,Males,-
SENGKANG,LORONG HALUS NORTH,13,Females,-
SENGKANG,LORONG HALUS NORTH,14,Total,-
SENGKANG,LORONG HALUS NORTH,14,Males,-
SENGKANG,LORONG HALUS NORTH,14,Females,-
SENGKANG,LORONG HALUS NORTH,15,Total,-
SENGKANG,LORONG HALUS NORTH,15,Males,-
SENGKANG,LORONG HALUS NORTH,15,Females,-
SENGKANG,LORONG HALUS NORTH,16,Total,-
SENGKANG,LORONG HALUS NORTH,16,Males,-
SENGKANG,LORONG HALUS NORTH,16,Females,-
SENGKANG,LORONG HALUS NORTH,17,Total,-
SENGKANG,LORONG HALUS NORTH,17,Males,-
SENGKANG,LORONG HALUS NORTH,17,Females,-
SENGKANG,LORONG HALUS NORTH,18,Total,-
SENGKANG,LORONG HALUS NORTH,18,Males,-
SENGKANG,LORONG HALUS NORTH,18,Females,-
SENGKANG,LORONG HALUS NORTH,19,Total,-
SENGKANG,LORONG HALUS NORTH,19,Males,-
SENGKANG,LORONG HALUS NORTH,19,Females,-
SENGKANG,LORONG HALUS NORTH,20,Total,-
SENGKANG,LORONG HALUS NORTH,20,Males,-
SENGKANG,LORONG HALUS NORTH,20,Females,-
SENGKANG,LORONG HALUS NORTH,21,Total,-
SENGKANG,LORONG HALUS NORTH,21,Males,-
SENGKANG,LORONG HALUS NORTH,21,Females,-
SENGKANG,LORONG HALUS NORTH,22,Total,-
SENGKANG,LORONG HALUS NORTH,22,Males,-
SENGKANG,LORONG HALUS NORTH,22,Females,-
SENGKANG,LORONG HALUS NORTH,23,Total,-
SENGKANG,LORONG HALUS NORTH,23,Males,-
SENGKANG,LORONG HALUS NORTH,23,Females,-
SENGKANG,LORONG HALUS NORTH,24,Total,-
SENGKANG,LORONG HALUS NORTH,24,Males,-
SENGKANG,LORONG HALUS NORTH,24,Females,-
SENGKANG,LORONG HALUS NORTH,25,Total,-
SENGKANG,LORONG HALUS NORTH,25,Males,-
SENGKANG,LORONG HALUS NORTH,25,Females,-
SENGKANG,LORONG HALUS NORTH,26,Total,-
SENGKANG,LORONG HALUS NORTH,26,Males,-
SENGKANG,LORONG HALUS NORTH,26,Females,-
SENGKANG,LORONG HALUS NORTH,27,Total,-
SENGKANG,LORONG HALUS NORTH,27,Males,-
SENGKANG,LORONG HALUS NORTH,27,Females,-
SENGKANG,LORONG HALUS NORTH,28,Total,-
SENGKANG,LORONG HALUS NORTH,28,Males,-
SENGKANG,LORONG HALUS NORTH,28,Females,-
SENGKANG,LORONG HALUS NORTH,29,Total,-
SENGKANG,LORONG HALUS NORTH,29,Males,-
SENGKANG,LORONG HALUS NORTH,29,Females,-
SENGKANG,LORONG HALUS NORTH,30,Total,-
SENGKANG,LORONG HALUS NORTH,30,Males,-
SENGKANG,LORONG HALUS NORTH,30,Females,-
SENGKANG,LORONG HALUS NORTH,31,Total,-
SENGKANG,LORONG HALUS NORTH,31,Males,-
SENGKANG,LORONG HALUS NORTH,31,Females,-
SENGKANG,LORONG HALUS NORTH,32,Total,-
SENGKANG,LORONG HALUS NORTH,32,Males,-
SENGKANG,LORONG HALUS NORTH,32,Females,-
SENGKANG,LORONG HALUS NORTH,33,Total,-
SENGKANG,LORONG HALUS NORTH,33,Males,-
SENGKANG,LORONG HALUS NORTH,33,Females,-
SENGKANG,LORONG HALUS NORTH,34,Total,-
SENGKANG,LORONG HALUS NORTH,34,Males,-
SENGKANG,LORONG HALUS NORTH,34,Females,-
SENGKANG,LORONG HALUS NORTH,35,Total,-
SENGKANG,LORONG HALUS NORTH,35,Males,-
SENGKANG,LORONG HALUS NORTH,35,Females,-
SENGKANG,LORONG HALUS NORTH,36,Total,-
SENGKANG,LORONG HALUS NORTH,36,Males,-
SENGKANG,LORONG HALUS NORTH,36,Females,-
SENGKANG,LORONG HALUS NORTH,37,Total,-
SENGKANG,LORONG HALUS NORTH,37,Males,-
SENGKANG,LORONG HALUS NORTH,37,Females,-
SENGKANG,LORONG HALUS NORTH,38,Total,-
SENGKANG,LORONG HALUS NORTH,38,Males,-
SENGKANG,LORONG HALUS NORTH,38,Females,-
SENGKANG,LORONG HALUS NORTH,39,Total,-
SENGKANG,LORONG HALUS NORTH,39,Males,-
SENGKANG,LORONG HALUS NORTH,39,Females,-
SENGKANG,LORONG HALUS NORTH,40,Total,-
SENGKANG,LORONG HALUS NORTH,40,Males,-
SENGKANG,LORONG HALUS NORTH,40,Females,-
SENGKANG,LORONG HALUS NORTH,41,Total,-
SENGKANG,LORONG HALUS NORTH,41,Males,-
